,Unnamed: 0,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment,lang
156,156,RT lyrablackss: please spread this info any refugee from ukraine (regardless of nationality) can travel from zhony (the ukrainian bord ,Ukraine,0.3182,0.108,0.0,Ukrainian,0,0,0,0,0,1,en
157,157,RT GMB: Direct military intervention into Ukraine by forces from NATO countries would be the quickest way to precipitate effectively a co ,Ukraine,0.4404,0.127,0.0,NATO,0,0,0,0,0,1,en
158,158,"RT inquirerdotnet: UST STANDS IN SOLIDARITY WITH UKRAINE LOOK: The University of Santo Tomas lit up their Main Building, Arch of the C ",Ukraine,0.4466,0.123,0.0,0,0,0,0,0,0,1,en
159,159,"RT LucyNews: A very moving description by CliveMyrieBBC of his decision to stay in Ukraine and report. Huge respect to Clive, bbclysedou ",Ukraine,0.6597,0.221,0.0,0,0,0,0,0,0,1,en
160,160,"RT LatestAnonPress: Now Putins yacht is on the right track ) FckPutin with love, Anonymous https://t.co/3T8BLAcVOA ",Putin,0.6369,0.231,0.0,0,0,0,0,0,0,1,en
161,161,RT sri50: ET press meet Suriyaoffl starts his speech with a moment of silence for our students in Ukraine Great gesture https://t… ,Ukraine,0.6249,0.17,0.0,0,0,0,0,0,0,1,en
162,162,This is an interesting summary of the Ukraine situation so far. Well worth a read. I confess (as an armchair strate https://t.co/faODwOYTV0 ,Ukraine,0.7385,0.299,0.0,0,0,0,0,0,0,1,en
163,163,"RT UN: In historic Uniting for Peace session, UNGA adopts resolution demanding that the Russian Federation immediately cease its use of ",Russian,0.5106,0.207,0.076,Russia,0,0,0,0,0,1,en
164,164,"RT NATO: This is the first time NATO has activated the NATO Response Force for collective defence and deterrence, triggered by Russias m ",NATO,0.1027,0.062,0.0,Russia,0,0,0,0,0,1,en
165,165,RT drtmonster: zoyashef Thanks Zoya. We have family in Russia and geneological ties to Ukraine. I explain this to my Aussie mates. This i ,Ukraine,0.4404,0.121,0.0,Russia,0,0,0,0,0,1,en
166,166,RT ambtstirumurti: India abstained on the vote today in the UN General Assembly emergency special session resolution on Ukraine. Our Sta ,Ukraine,0.0258,0.111,0.107,0,0,0,0,0,0,1,en
167,167,RT ZelenskyyUa: Discussed with TamimBinHamad Russias aggression against Ukraine and some bilateral issues over the phone. I am grateful ,Ukraine,0.2023,0.142,0.104,Zelensky,Russia,0,0,0,0,1,en
168,168,Will the idiocy of Putins useful idiots like this one ever pass https://t.co/gpQ6xxenOS ,Putin,0.6597,0.329,0.0,0,0,0,0,0,0,1,en
169,169,RT Le202nard: Dr. Jill Biden wore a blue dress with an embroidered sunflower to honor the people of Ukraine during the State of the Union ,Ukraine,0.4939,0.122,0.0,0,0,0,0,0,0,1,en
170,170,BIG BREAKING : Russian Side Is Trying To Organise Urgent Evacuation Of Group Of Indian Students From Kharkiv Throu https://t.co/tT5RSXxxHJ ,Russian,0.2023,0.091,0.0,Russia,0,0,0,0,0,1,en
171,171,RT SriSri: Just had a video call with 95 Indian students from Ukraine who have reached the ArtofLiving center in Budapest. 80 more are on ,Ukraine,0.1027,0.057,0.0,0,0,0,0,0,0,1,en
172,172,"RT SkySportsNews: Andriy Shevchenko speaks passionately about his home country, Ukraine and urges people to support his country during thi ",Ukraine,0.7269,0.253,0.0,0,0,0,0,0,0,1,en
173,173,RT Cryptopenelope: The Putin Collection is giving away this NFT for the first 200 who: 1Follow PutinCollection 2Retweet this mes ,Putin,0.34,0.112,0.0,0,0,0,0,0,0,1,en
174,174,RT ChristopherJM: Remarkable video circulating on Telegram. Ukrainians gave a captured Russian soldier food and tea and called his mother ,Ukrainian,0.5574,0.167,0.0,Russian,Russia,0,0,0,0,1,en
175,175,"RT HopkoHanna: God protect Ukraine God bless our victory God help international community, strategic partners to be more decisive, impo ",Ukraine,0.9273,0.561,0.0,0,0,0,0,0,0,1,en
176,176,RT militaryhistori: Colonel Oleksandr Grey Wolf Oksanchenko came out of retirement to defend Ukraine when Russia commenced its invasion. ,Ukraine,0.0516,0.062,0.0,Russia,0,0,0,0,0,1,en
177,177,"RT nextatv: The command of the Special Operations Forces of Ukraine stated that after the shelling of peaceful cities, Russian artill ",Ukraine,0.7096,0.237,0.0,Russian,Russia,0,0,0,0,1,en
179,179,"RT JackDetsch: Ukraine has slowed down Russias invasion due to four factors, per a senior US defense official 1) Zelensky still has comm ",Ukraine,0.128,0.067,0.0,Zelensky,Russia,0,0,0,0,1,en
180,180,RT sidhant: Big Breaking: Russian side is trying to organise urgent evacuation of group of Indian students from Kharkiv through humanitar ,Russian,0.2023,0.083,0.0,Russia,0,0,0,0,0,1,en
181,181,"RT nextatv: The command of the Special Operations Forces of Ukraine stated that after the shelling of peaceful cities, Russian artill ",Ukraine,0.7096,0.237,0.0,Russian,Russia,0,0,0,0,1,en
182,182,"Well off the MSM rampage of poor Ottawans, praise Ukraine, bad Russia, dear sweet ol Biden... This I find inter https://t.co/dcq6AnUUOZ ",Ukraine,0.5719,0.354,0.207,Russia,0,0,0,0,0,1,en
183,183,"RT WarmongerHodges: If this photograph was taken in Ukraine and the tank was Russian, this boy would be called a freedom fighter. As it ",Ukraine,0.7003,0.216,0.0,Russian,Russia,0,0,0,0,1,en
184,184,RT samirasawlani: General Assembly of the United Nations has voted on condemning Russian aggression against Ukraine. Re: African countries ,Ukraine,0.1531,0.127,0.1,Russian,Russia,0,0,0,0,1,en
185,185,Foundation for Defense of Democracies Putin is not crazy and the Russian invasion is not failing. The Wests delu https://t.co/oTfvOMBMSA ,Putin,0.6414,0.268,0.0,Russian,Russia,0,0,0,0,1,en
186,186,"RT JSteinWaPo: NEWS: Department of Justice announces new taskforce, KLEPTOCAPTURE, to track down wealth of sanctioned Russian oligarchs ",Russian,0.765,0.292,0.0,Russia,0,0,0,0,0,1,en
187,187,"RT Emywinst: trumpers try to suspend my Twitter account by reporting it, because of my support to Ukraine. Please resisters I need your h ",Ukraine,0.4019,0.19,0.087,0,0,0,0,0,0,1,en
188,188,"RT tiredgenerally: Im sure the fact that theres a clear bad guy and that Ukraine is massively outperforming expectations helps but like, ",Ukraine,0.6428,0.318,0.084,0,0,0,0,0,0,1,en
191,191,Putin and his friend Assad decimated some of the most wondrous and historic cities on the planet like Aleppo in S https://t.co/7uyqWCYJ2h ,Putin,0.6908,0.231,0.0,0,0,0,0,0,0,1,en
192,192,"RT kylegriffin1: The House has passed a resolution supporting the people of Ukraine, 4263. Three Republicans voted against the resolutio ",Ukraine,0.4404,0.139,0.0,0,0,0,0,0,0,1,en
193,193,"In solidarity with Ukraine it might be time to remove the color white, blue and red from all of the things I own be https://t.co/cxSO42o2kx ",Ukraine,0.296,0.087,0.0,0,0,0,0,0,0,1,en
194,194,The way everyone in the area knows EXACTLY who should be sent to Putin. not even in a bad way just like its the https://t.co/vyoE6RF5ra ,Putin,0.6542,0.196,0.0,0,0,0,0,0,0,1,en
195,195,"RT beaminthecity: notcapnamerica Several former Soviet countries, like Estonia, Latvia, amp Lithuania (now all NATO members), have large Ru ",NATO,0.3612,0.122,0.0,0,0,0,0,0,0,1,en
196,196,"RT romero: To support the people of Ukraine and the humanitarian efforts of the Red Cross and the UN Central Emergency Response Fund, Im ",Ukraine,0.0258,0.099,0.095,0,0,0,0,0,0,1,en
197,197,There is a good RealLifeLore22 video on this. Putin wants Ukraine to act as not only a Russophilic buffer zone but https://t.co/sp70qOWsCB ,Putin,0.2382,0.093,0.0,Ukraine,0,0,0,0,0,1,en
198,198,RT CEEFeminisms: Ukrainian voices and agency are missing from debates on Ukraine. This thread offers a rich list of Ukrainian experts. Th ,Ukraine,0.34,0.145,0.089,Ukrainian,0,0,0,0,0,1,en
199,199,GGraczka Ukraine Thats not what theyre saying when sharing their testimonies. As for the ones committing crimes https://t.co/3kdMhtZusx ,Ukraine,0.4767,0.204,0.0,0,0,0,0,0,0,1,en
200,200,RT tettkaczynski: We should ban AR15s but give all civilians AKs like in Ukraine. ,Ukraine,0.2382,0.185,0.131,0,0,0,0,0,0,1,en
201,201,Alex01613 Ukraine NFSC How to rescue yourself ,Ukraine,0.5106,0.355,0.0,0,0,0,0,0,0,1,en
202,202,RT bnishanov: From a friend in Russia: Its an absolute mess here. People are panicking. Things I didnt know could collapse are collaps ,Russia,0.1098,0.206,0.191,0,0,0,0,0,0,1,en
203,203,"RT AliVelshi: Friends, Im leaving for the ukraine border tonight. Ill be on MSNBC from NATO member Hungary late Thursday, and to the w ",Ukraine,0.0772,0.115,0.104,NATO,0,0,0,0,0,1,en
204,204,RT mikegalsworthy: Starmer asks Johnson: Why are we giving Putins cronies 18 months to quietly launder their money out of the UK propert ,Putin,0.34,0.098,0.0,0,0,0,0,0,0,1,en
205,205,RT MaleehaHashmey: HYPOCRISY at its BEST US seized Russias assets to PUNISH Russia for invading Ukraine US seized Afghan assets to PUN ,Ukraine,0.4939,0.274,0.136,Russia,0,0,0,0,0,1,en
206,206,RT ianbremmer: the uk parliament stands together. thanks to putin https://t.co/myX2fuScoX ,Putin,0.4404,0.225,0.0,0,0,0,0,0,0,1,en
207,207,"RT shashj: Good time for selfaudit. Things I expected, but got wrong: 1. Russian defence reforms since Georgia effective, welloiled fo ",Russian,0.3716,0.276,0.149,Russia,0,0,0,0,0,1,en
208,208,RT markaustintv: We moved out of Kyiv today so we can continue broadcasting at a more secure location in Ukraine .Never easy decisions. S ,Ukraine,0.0739,0.107,0.096,Kyiv,0,0,0,0,0,1,en
209,209,WATCH: Zelensky friend tells heartwrenching stories of life under Putins invasion https://t.co/7KCqzx1cns ,Putin,0.4939,0.225,0.0,Zelensky,0,0,0,0,0,1,en
210,210,"RT Kasparov63: If Putin is not stopped now, not prevented from destroying Ukraine and committing genocide against its people, there will b ",Putin,0.5881,0.246,0.045,Ukraine,0,0,0,0,0,1,en
211,211,"RT NastyaBl: YourAnonNews Thank you very much, Anonymous, for supporting Ukraine, we will never forget it ",Ukraine,0.7241,0.352,0.0,0,0,0,0,0,0,1,en
212,212,"RT kaitlancollins: Weve hardly slept for seven nights, President Zelensky says in a new address. Or we sleep, but anxiously. My dears, ",Zelensky,0.3612,0.153,0.093,0,0,0,0,0,0,1,en
214,214,RT ianpooleyOFC: For the next week all of the revenue from my Bandcamp will be donated to help Ukraine refugees . go https://t.co… ,Ukraine,0.4019,0.114,0.0,0,0,0,0,0,0,1,en
215,215,RT JeanTee13: . There is not a war raging in Europe. Russia has invaded Ukraine. Everyday Palestine continues. Even roi has Northern ,Ukraine,0.7115,0.248,0.0,Russia,0,0,0,0,0,1,en
216,216,RT HannaLiubakova: Ukrainian intelligence reported that Russian soldiers were sent to Ukraine with rations for only three days. Apparentl ,Ukraine,0.4767,0.147,0.0,Ukrainian,Russian,Russia,0,0,0,1,en
217,217,RT Rebecca01796929: TheCryptoLark Crypto sanctions against Russia will later be used to support a sanction against anyone. Policy decisio ,Russia,0.4019,0.137,0.0,0,0,0,0,0,0,1,en
218,218,RT ANI: A lawyer approaches Supreme Court seeking directions to Govt of India for the evacuation of Indian students stranded in Ukraine. ,Ukraine,0.5574,0.153,0.0,0,0,0,0,0,0,1,en
219,219,RT DEskildson: This is an actual Freedom Convoy. Truckers bringing aid from Romania to Ukraine. https://t.co/OSqLppUpFQ ,Ukraine,0.6369,0.219,0.0,0,0,0,0,0,0,1,en
221,221,RT Panther7112: Russian side is trying to organise urgent evacuation of group of Indian students from Kharkiv through humanitarian corrid ,Russian,0.2023,0.087,0.0,Russia,0,0,0,0,0,1,en
222,222,"RT CharlesLister: One of Russias most advanced naval vessels, the Flota Kasatonov a Gorshkovclass stealth frigate equipped with Kal ",Russia,0.2484,0.117,0.066,0,0,0,0,0,0,1,en
223,223,Knuck1eH3ad CodeAficionado FoxNews Lmao Im a Republican who has donated BTC to Ukraine against Putin. You wa https://t.co/7JRGcvGVHD ,Putin,0.5994,0.196,0.0,Ukraine,0,0,0,0,0,1,en
224,224,"piersmorgan heres a couple of questions, Pakistan support putin, we gave them 300m in foreign aid Also abromovic https://t.co/YVtNK3r2N8 ",Putin,0.4019,0.137,0.0,0,0,0,0,0,0,1,en
225,225,"RT KyivIndependent: Canada sanctions 10 people in Russias energy sector, offers further support to Ukraine. Sanctioned individuals in ",Ukraine,0.5859,0.231,0.0,Kyiv,Russia,0,0,0,0,1,en
226,226,RT go4ashi: Organization which are extending Support to Indians in Ukraine Iskcon Art of Living RSS Sewa Bharti BAPS Any peaceful c ,Ukraine,0.7096,0.237,0.0,0,0,0,0,0,0,1,en
227,227,RT Kyivtodaycom: Breaking if true: Allegedly Ukraines intelligence says Putin might consider imposing martial law in Russia on March 4. ,Putin,0.6705,0.243,0.058,Ukraine,Kyiv,Russia,0,0,0,1,en
228,228,RT mutugogi: Nelson Mandela was right United States of America is the greatest beneficiary of Ukraine Russia war Africans stands with Pres ,Ukraine,0.7351,0.316,0.122,Russia,0,0,0,0,0,1,en
229,229,"RT Ukraine: Every voice matters. We see you and feel your support. Urge your governments to provide Ukraine with more defensive weapons, ",Ukraine,0.0038,0.197,0.121,0,0,0,0,0,0,1,en
230,230,"RT natemook: My heart breaks for Ukraine, but the spirit of the Ukrainian people fills me with hope. In Kyiv, WCKitchen restaurant partne ",Ukraine,0.7096,0.219,0.0,Ukrainian,Kyiv,0,0,0,0,1,en
231,231,"RT juliaioffe: Friend after friend fleeing Russia. Five today alone. The best and the brightest, the journalists who were telling people t ",Russia,0.9274,0.448,0.061,0,0,0,0,0,0,1,en
232,232,The level of zombies of the Russian population crosses all borders. V. Putin nominated for Nobel Peace Prize .. https://t.co/dhcE6uPzn1 ,Putin,0.7783,0.274,0.0,Russian,Russia,0,0,0,0,1,en
233,233,RT BlackKnight10k: I just wish there was a single country willing to send their military to help support Ukraines troops in defending the ,Ukraine,0.7964,0.31,0.0,0,0,0,0,0,0,1,en
234,234,"RT rogertansey: Remember when Putin put a bounty on the heads of American soldiers (and Trump did nothing) Well, a Russian businessman h ",Putin,0.2732,0.1,0.0,Russian,Russia,0,0,0,0,1,en
235,235,RT CBarraud: The Bloomberg Commodity Spot Index is poised for its best week since September 1974 as the war in Ukraine and sanctions o ,Ukraine,0.3182,0.206,0.13,0,0,0,0,0,0,1,en
236,236,"RT TomJChicago: Eliminating Putin, either through internal or external means, is becoming the best option to save lives in Ukraine, avoid ",Putin,0.7351,0.268,0.08,Ukraine,0,0,0,0,0,1,en
237,237,RT SunainaHoley: PM narendramodi is not bothered about the Indian students stuck in Ukraine. PawarSpeaks. India can only laugh at th ,Ukraine,0.5517,0.218,0.078,0,0,0,0,0,0,1,en
238,238,RT Kerlue: If anyone in or connected to Ukraine needs to save their animals I have a farm in South East Austria and will take them if you ,Ukraine,0.4939,0.113,0.0,0,0,0,0,0,0,1,en
239,239,RT lesiavasylenko: Day 8. I wish the world would find out about all the wonderful cities of Ukraine not through the number of children ki ,Ukraine,0.7334,0.224,0.043,0,0,0,0,0,0,1,en
240,240,"angrybirdu shaikSGK Who said WhatsApp University ya.Each Ukraine medical universities are approved by the MCI, https://t.co/aKZEiILuhR ",Ukraine,0.4215,0.157,0.0,0,0,0,0,0,0,1,en
241,241,"RT nextatv: Most Belarusians in Europe are political refugees who left dictatorship. They fully support Ukraine, as do most of Belarusian ",Ukraine,0.4576,0.13,0.0,0,0,0,0,0,0,1,en
242,242,RT AdamParkhomenko: One female store owner in Kyiv to CNN: Im not scared anymore. I know Ukraine will win. The two things a Ukrainian wo ,Ukraine,0.7356,0.228,0.0,Ukrainian,Kyiv,0,0,0,0,1,en
243,243,RT IFRCEurope: An important message for those wanting to help Ukraine https://t.co/lhMEhaRo1A ,Ukraine,0.5423,0.31,0.0,0,0,0,0,0,0,1,en
244,244,"RT JDVance1: If its so easy to defend our border while focusing on Ukraine, why dont we ",Ukraine,0.5777,0.19,0.0,0,0,0,0,0,0,1,en
245,245,RT futurebrain1: Woman tells truth about Ukraine live on French media. Hosts are stunned. Part 1 video https://t.co/0MU0woWVEM ,Ukraine,0.2263,0.123,0.075,0,0,0,0,0,0,1,en
246,246,"RT IAPonomarenko: This is beyond awful, people. None of these things should have been happening now. Kyiv has always been the great epice ",Kyiv,0.2732,0.146,0.107,0,0,0,0,0,0,1,en
247,247,RT MoDEstonia: Second batch of Javelin antitank missile systems donated by Estonia has reached Ukraine. From decision to delivery wit ,Ukraine,0.1027,0.069,0.0,0,0,0,0,0,0,1,en
249,249,Heres your welcome cocktail Vlad badassukrainians Putin UkrainiansWillResist PutinHitler TrumPutin https://t.co/6IxPjn5dVF ,Putin,0.4588,0.231,0.0,Ukrainian,0,0,0,0,0,1,en
250,250,"RT mukeshkapila: Humanitarian access, pauses, corridors good thing in Ukraine but also in Tigray. But, Russia in first case and Ethiopi ",Ukraine,0.2382,0.089,0.0,Russia,0,0,0,0,0,1,en
251,251,"RT NovaShpakova: We Need a Calm Peaceful Ukraine Alexander Khodakovsky, esteemed military amp political figure in Novorossiya head of the ",Ukraine,0.8126,0.344,0.0,0,0,0,0,0,0,1,en
252,252,"Very helpful thread. Gives me hope that Russia, if not Putin will come to its senses. https://t.co/bz6C32coA5 ",Putin,0.7178,0.285,0.0,Russia,0,0,0,0,0,1,en
253,253,Black Lives Matter Ukraine ,Ukraine,0.0258,0.268,0.0,0,0,0,0,0,0,1,en
254,254,RT nextatv: The General Staff of the Armed Forces of Ukraine: we are now moving from the defense mode to the counteroffensive mode ,Ukraine,0.128,0.064,0.0,0,0,0,0,0,0,1,en
255,255,RT Ukraine: Life Will Win Over Death. Light Will Win Over Darkness Historic TIME cover with ZelenskyyUas quote https://t.co/VMD9… ,Ukraine,0.4019,0.267,0.207,Zelensky,0,0,0,0,0,1,en
256,256,"Club partners, AampR Group are sending multiple lorries of vital items and donations to Ukraine. Us fans can pla https://t.co/fryUFeJTqc ",Ukraine,0.296,0.104,0.0,0,0,0,0,0,0,1,en
257,257,RT DrSJaishankar: Just completed a MEA consultative committee meeting on developments in Ukraine. A good discussion on the strategic and ,Ukraine,0.4404,0.146,0.0,0,0,0,0,0,0,1,en
258,258,RT PaoloGentiloni: Excellent conversation with Finance Minister clindner. Common support to Ukraine and committment to address european ,Ukraine,0.7506,0.299,0.0,0,0,0,0,0,0,1,en
